key,en_present,zh_present,consumer_scope,owner,sdk_key,compatibility_until
extend.token_list.attributes.price_changes.1h,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price_changes.1h,stage-6
extend.token_list.attributes.price_changes.1m,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price_changes.1m,stage-6
extend.token_list.attributes.price_changes.24h,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price_changes.24h,stage-6
extend.token_list.attributes.price_changes.4h,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price_changes.4h,stage-6
extend.token_list.attributes.price_changes.5m,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price_changes.5m,stage-6
extend.token_list.attributes.price_changes.7d,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price_changes.7d,stage-6
extend.token_list.attributes.price_changes.last_7d,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.price_changes.last_7d,stage-6
extend.token_list.attributes.social_media,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.social_media,stage-6
extend.token_list.attributes.supply,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.supply,stage-6
extend.token_list.attributes.token,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.token,stage-6
extend.token_list.attributes.traders,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.traders,stage-6
extend.token_list.attributes.txs,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.txs,stage-6
extend.token_list.attributes.volume,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.attributes.volume,stage-6
extend.token_list.chains,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.chains,stage-6
extend.token_list.discover.gainers,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.discover.gainers,stage-6
extend.token_list.discover.losers,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.discover.losers,stage-6
extend.token_list.discover.new,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.discover.new,stage-6
extend.token_list.discover.trending,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.discover.trending,stage-6
extend.token_list.filters.age,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.age,stage-6
extend.token_list.filters.apply,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.apply,stage-6
extend.token_list.filters.chain.select_chain,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.chain.select_chain,stage-6
extend.token_list.filters.chain.universal_chains,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.chain.universal_chains,stage-6
extend.token_list.filters.clear,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.clear,stage-6
extend.token_list.filters.holders,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.holders,stage-6
extend.token_list.filters.liquidity,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.liquidity,stage-6
extend.token_list.filters.market_cap,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.market_cap,stage-6
extend.token_list.filters.max,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.max,stage-6
extend.token_list.filters.min,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.min,stage-6
extend.token_list.filters.price_change,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.price_change,stage-6
extend.token_list.filters.timeframe.1h,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.timeframe.1h,stage-6
extend.token_list.filters.timeframe.1m,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.timeframe.1m,stage-6
extend.token_list.filters.timeframe.24h,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.timeframe.24h,stage-6
extend.token_list.filters.timeframe.4h,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.timeframe.4h,stage-6
extend.token_list.filters.timeframe.5m,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.timeframe.5m,stage-6
extend.token_list.filters.timeframe.title,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.timeframe.title,stage-6
extend.token_list.filters.title,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.title,stage-6
extend.token_list.filters.traders,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.traders,stage-6
extend.token_list.filters.txs,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.txs,stage-6
extend.token_list.filters.volume,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.filters.volume,stage-6
extend.token_list.types.discover,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.types.discover,stage-6
extend.token_list.types.favorite,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.types.favorite,stage-6
extend.token_list.types.holdings,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.types.holdings,stage-6
extend.token_list.types.stocks,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.types.stocks,stage-6
extend.token_list.types.views,true,true,sdk-domain-and-legacy-template,legacy-compat,token_list.types.views,stage-6
extend.toolbar.ai_copilot,true,true,apps-web,application,,
extend.toolbar.ai_copilot_tooltip,true,true,apps-web,application,,
extend.toolbar.discord,true,true,apps-web,application,,
extend.toolbar.docs,true,true,apps-web,application,,
extend.toolbar.launch_token,true,true,apps-web,application,,
extend.toolbar.media_track,true,true,apps-web,application,,
extend.toolbar.media_track_tooltip,true,true,apps-web,application,,
extend.toolbar.sol_price_usd,true,true,apps-web,application,,
extend.toolbar.twitter,true,true,apps-web,application,,
extend.trade.about.available_liquidity,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.available_liquidity,stage-6
extend.trade.about.categories,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.categories,stage-6
extend.trade.about.cex,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.cex,stage-6
extend.trade.about.info,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.info,stage-6
extend.trade.about.liquidity,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.liquidity,stage-6
extend.trade.about.liquidity_pair,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.liquidity_pair,stage-6
extend.trade.about.securities.balance_not_mutable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.balance_not_mutable,stage-6
extend.trade.about.securities.balance_not_mutable_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.balance_not_mutable_explained,stage-6
extend.trade.about.securities.blacklist_presence,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.blacklist_presence,stage-6
extend.trade.about.securities.blacklist_presence_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.blacklist_presence_explained,stage-6
extend.trade.about.securities.buy_tax,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.buy_tax,stage-6
extend.trade.about.securities.buy_tax_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.buy_tax_explained,stage-6
extend.trade.about.securities.honeypot,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.honeypot,stage-6
extend.trade.about.securities.honeypot_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.honeypot_explained,stage-6
extend.trade.about.securities.no_external_hook,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_external_hook,stage-6
extend.trade.about.securities.no_external_hook_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_external_hook_explained,stage-6
extend.trade.about.securities.no_freeze,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_freeze,stage-6
extend.trade.about.securities.no_freeze_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_freeze_explained,stage-6
extend.trade.about.securities.no_freeze_function,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_freeze_function,stage-6
extend.trade.about.securities.no_freeze_function_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_freeze_function_explained,stage-6
extend.trade.about.securities.no_mint_function,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_mint_function,stage-6
extend.trade.about.securities.no_mint_function_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_mint_function_explained,stage-6
extend.trade.about.securities.no_transaction_restriction,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_transaction_restriction,stage-6
extend.trade.about.securities.no_transaction_restriction_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.no_transaction_restriction_explained,stage-6
extend.trade.about.securities.not_non_transferable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.not_non_transferable,stage-6
extend.trade.about.securities.not_non_transferable_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.not_non_transferable_explained,stage-6
extend.trade.about.securities.program_not_closable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.program_not_closable,stage-6
extend.trade.about.securities.program_not_closable_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.program_not_closable_explained,stage-6
extend.trade.about.securities.sell_tax,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.sell_tax,stage-6
extend.trade.about.securities.sell_tax_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.sell_tax_explained,stage-6
extend.trade.about.securities.transfer_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.transfer_fee,stage-6
extend.trade.about.securities.transfer_fee_non_upgradable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.transfer_fee_non_upgradable,stage-6
extend.trade.about.securities.transfer_fee_non_upgradable_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.transfer_fee_non_upgradable_explained,stage-6
extend.trade.about.securities.verified,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.verified,stage-6
extend.trade.about.securities.verified_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.verified_explained,stage-6
extend.trade.about.securities.whitelist_presence,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.whitelist_presence,stage-6
extend.trade.about.securities.whitelist_presence_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.securities.whitelist_presence_explained,stage-6
extend.trade.about.security,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.about.security,stage-6
extend.trade.account.accounts.balance,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.balance,stage-6
extend.trade.account.accounts.holdings,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.holdings,stage-6
extend.trade.account.accounts.price,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.price,stage-6
extend.trade.account.accounts.primary_tokens,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.primary_tokens,stage-6
extend.trade.account.accounts.primary_tokens_explained,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.primary_tokens_explained,stage-6
extend.trade.account.accounts.set_primary_tokens,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.set_primary_tokens,stage-6
extend.trade.account.accounts.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.title,stage-6
extend.trade.account.accounts.token,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.token,stage-6
extend.trade.account.accounts.unrealized,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.accounts.unrealized,stage-6
extend.trade.account.dashboard.allocation,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.dashboard.allocation,stage-6
extend.trade.account.dashboard.balance,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.dashboard.balance,stage-6
extend.trade.account.dashboard.pnl,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.dashboard.pnl,stage-6
extend.trade.account.dashboard.portfolio,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.dashboard.portfolio,stage-6
extend.trade.account.dashboard.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.dashboard.title,stage-6
extend.trade.account.history.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.account.history.title,stage-6
extend.trade.advanced,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.advanced,stage-6
extend.trade.amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.amount,stage-6
extend.trade.audit.bundlers,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.bundlers,stage-6
extend.trade.audit.bundlers_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.bundlers_tip,stage-6
extend.trade.audit.closable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.closable,stage-6
extend.trade.audit.closable_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.closable_tip,stage-6
extend.trade.audit.dev,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.dev,stage-6
extend.trade.audit.dev_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.dev_tip,stage-6
extend.trade.audit.freezable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.freezable,stage-6
extend.trade.audit.freezable_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.freezable_tip,stage-6
extend.trade.audit.holders,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.holders,stage-6
extend.trade.audit.holders_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.holders_tip,stage-6
extend.trade.audit.insiders,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.insiders,stage-6
extend.trade.audit.insiders_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.insiders_tip,stage-6
extend.trade.audit.kol,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.kol,stage-6
extend.trade.audit.kol_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.kol_tip,stage-6
extend.trade.audit.lp_burned,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.lp_burned,stage-6
extend.trade.audit.lp_burned_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.lp_burned_tip,stage-6
extend.trade.audit.lp_locked,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.lp_locked,stage-6
extend.trade.audit.lp_locked_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.lp_locked_tip,stage-6
extend.trade.audit.mint_renounced,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.mint_renounced,stage-6
extend.trade.audit.mint_renounced_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.mint_renounced_tip,stage-6
extend.trade.audit.no_blacklist,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.no_blacklist,stage-6
extend.trade.audit.no_blacklist_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.no_blacklist_tip,stage-6
extend.trade.audit.none,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.none,stage-6
extend.trade.audit.none_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.none_tip,stage-6
extend.trade.audit.not_honeypot,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.not_honeypot,stage-6
extend.trade.audit.not_honeypot_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.not_honeypot_tip,stage-6
extend.trade.audit.open_source,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.open_source,stage-6
extend.trade.audit.open_source_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.open_source_tip,stage-6
extend.trade.audit.ownership_renounced,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.ownership_renounced,stage-6
extend.trade.audit.ownership_renounced_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.ownership_renounced_tip,stage-6
extend.trade.audit.pro,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.pro,stage-6
extend.trade.audit.pro_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.pro_tip,stage-6
extend.trade.audit.rug_pull,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.rug_pull,stage-6
extend.trade.audit.rug_pull_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.rug_pull_tip,stage-6
extend.trade.audit.snipers,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.snipers,stage-6
extend.trade.audit.snipers_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.snipers_tip,stage-6
extend.trade.audit.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.title,stage-6
extend.trade.audit.top10,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.top10,stage-6
extend.trade.audit.top10_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.top10_tip,stage-6
extend.trade.audit.transfer_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.transfer_fee,stage-6
extend.trade.audit.transfer_fee_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.transfer_fee_tip,stage-6
extend.trade.audit.transferable,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.transferable,stage-6
extend.trade.audit.transferable_tip,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.audit.transferable_tip,stage-6
extend.trade.balance,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.balance,stage-6
extend.trade.basic_info.created_at,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.created_at,stage-6
extend.trade.basic_info.holders,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.holders,stage-6
extend.trade.basic_info.liquidity,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.liquidity,stage-6
extend.trade.basic_info.market_cap,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.market_cap,stage-6
extend.trade.basic_info.pair,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.pair,stage-6
extend.trade.basic_info.supply,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.supply,stage-6
extend.trade.basic_info.title,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.title,stage-6
extend.trade.basic_info.volume_24h,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.basic_info.volume_24h,stage-6
extend.trade.bottom_panel.dev_tokens_table.ath,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.ath,stage-6
extend.trade.bottom_panel.dev_tokens_table.bundled,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.bundled,stage-6
extend.trade.bottom_panel.dev_tokens_table.created,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.created,stage-6
extend.trade.bottom_panel.dev_tokens_table.holders,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.holders,stage-6
extend.trade.bottom_panel.dev_tokens_table.liquidity,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.liquidity,stage-6
extend.trade.bottom_panel.dev_tokens_table.market_cap,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.market_cap,stage-6
extend.trade.bottom_panel.dev_tokens_table.migrated,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.migrated,stage-6
extend.trade.bottom_panel.dev_tokens_table.no_creator,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.no_creator,stage-6
extend.trade.bottom_panel.dev_tokens_table.status,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.status,stage-6
extend.trade.bottom_panel.dev_tokens_table.token,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.token,stage-6
extend.trade.bottom_panel.dev_tokens_table.total_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.total_fee,stage-6
extend.trade.bottom_panel.dev_tokens_table.volume_1h,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.dev_tokens_table.volume_1h,stage-6
extend.trade.bottom_panel.holders_table.amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.amount,stage-6
extend.trade.bottom_panel.holders_table.balance_last_active,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.balance_last_active,stage-6
extend.trade.bottom_panel.holders_table.first_held,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.first_held,stage-6
extend.trade.bottom_panel.holders_table.funding,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.funding,stage-6
extend.trade.bottom_panel.holders_table.holdings,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.holdings,stage-6
extend.trade.bottom_panel.holders_table.last_active,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.last_active,stage-6
extend.trade.bottom_panel.holders_table.percentage,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.percentage,stage-6
extend.trade.bottom_panel.holders_table.rank,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.rank,stage-6
extend.trade.bottom_panel.holders_table.tags,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.tags,stage-6
extend.trade.bottom_panel.holders_table.total_buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.total_buy,stage-6
extend.trade.bottom_panel.holders_table.total_profit,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.total_profit,stage-6
extend.trade.bottom_panel.holders_table.total_sell,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.total_sell,stage-6
extend.trade.bottom_panel.holders_table.unrealized_pnl,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.unrealized_pnl,stage-6
extend.trade.bottom_panel.holders_table.value,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.value,stage-6
extend.trade.bottom_panel.holders_table.wallet,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.wallet,stage-6
extend.trade.bottom_panel.holders_table.wallet_created,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.holders_table.wallet_created,stage-6
extend.trade.bottom_panel.load_more,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.load_more,stage-6
extend.trade.bottom_panel.loading,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.loading,stage-6
extend.trade.bottom_panel.no_data,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.no_data,stage-6
extend.trade.bottom_panel.open_in_explorer,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.open_in_explorer,stage-6
extend.trade.bottom_panel.top_traders_table.activity,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.activity,stage-6
extend.trade.bottom_panel.top_traders_table.balance,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.balance,stage-6
extend.trade.bottom_panel.top_traders_table.buys,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.buys,stage-6
extend.trade.bottom_panel.top_traders_table.first_buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.first_buy,stage-6
extend.trade.bottom_panel.top_traders_table.holdings,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.holdings,stage-6
extend.trade.bottom_panel.top_traders_table.rank,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.rank,stage-6
extend.trade.bottom_panel.top_traders_table.realized_pnl,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.realized_pnl,stage-6
extend.trade.bottom_panel.top_traders_table.sells,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.sells,stage-6
extend.trade.bottom_panel.top_traders_table.total_buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.total_buy,stage-6
extend.trade.bottom_panel.top_traders_table.total_pnl,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.total_pnl,stage-6
extend.trade.bottom_panel.top_traders_table.total_sell,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.total_sell,stage-6
extend.trade.bottom_panel.top_traders_table.trader,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.trader,stage-6
extend.trade.bottom_panel.top_traders_table.transfers,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.transfers,stage-6
extend.trade.bottom_panel.top_traders_table.unrealized_pnl,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.top_traders_table.unrealized_pnl,stage-6
extend.trade.bottom_panel.trades.age,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.age,stage-6
extend.trade.bottom_panel.trades.amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.amount,stage-6
extend.trade.bottom_panel.trades.gas_fee,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.gas_fee,stage-6
extend.trade.bottom_panel.trades.market_cap,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.market_cap,stage-6
extend.trade.bottom_panel.trades.price,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.price,stage-6
extend.trade.bottom_panel.trades.side_add_liq,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.side_add_liq,stage-6
extend.trade.bottom_panel.trades.side_buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.side_buy,stage-6
extend.trade.bottom_panel.trades.side_red_packet,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.side_red_packet,stage-6
extend.trade.bottom_panel.trades.side_remove_liq,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.side_remove_liq,stage-6
extend.trade.bottom_panel.trades.side_sell,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.side_sell,stage-6
extend.trade.bottom_panel.trades.total_usd,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.total_usd,stage-6
extend.trade.bottom_panel.trades.trader,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.trader,stage-6
extend.trade.bottom_panel.trades.tx,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.tx,stage-6
extend.trade.bottom_panel.trades.type,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.type,stage-6
extend.trade.bottom_panel.trades.usd,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.bottom_panel.trades.usd,stage-6
extend.trade.buy,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.buy,stage-6
extend.trade.buy_insufficient_balance,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.buy_insufficient_balance,stage-6
extend.trade.buy_min_amount,true,true,sdk-domain-and-legacy-template,legacy-compat,trade.buy_min_amount,stage-6
